Sentiment,HelpFul,Title,Review
5,7,Can I give 10 stars?,"OMG they are BEAUTIFUL! I got Autumnal Foggy Park, and I LOVE them! Amazing. I had 2 pair of scenery curtains, but they had faded after 6 years. So I got these, and man, they POP! So glad I ordered them. I also love the fabric, much nicer than my old sets."
2,0,Colors Not as Vivid as Photo,"I purchased the curtains with the Autumn Maple Trees because of the vivid red colors shown in the photo, but was disappointed with the actual curtains because the colors seem faded and much lighter than shown. Other than that, the curtains seem of good quality. If you buy the Ambersonne curtains, be prepared if they do not look as good as advertised."
1,2,It's not like nice it all,Look cheap
3,0,Nice scene...changed to a different background,Looked nice I returned since pic. Didn't seem vibrant enough. Way too many trees took away from the pic. You may like it but I returned for a brighter beach pic.
4,0,Really like it.,Looks great! I only wish it was double sided print so that people outside could see it too! The back is just white. The the image on the curtains is beautiful.
1,2,Not as expected,It’s too short and nothing like the photo. Will be returning this item
3,0,Color is nice,Color was nice but the material is kind of odd it's kind of like hanging a shower curtain over a window
5,0,Christmas Enchantment,These drapes brought enchantment to my room for Christmas..<br>Material is superior and so very well made.  The pattern is vivid and the picture does not do it justice.
5,0,"Great quality, very vibrant!",This is a great new colorful addition to my photobooth company :)))
5,0,Love my sunset curtain,Love my sunset curtain
5,0,Classic Jazz for any room!,Love this! A perfect piece for the man cave!
5,0,Beautiful,I love it..
5,0,Christmas Purple Ball Curtains,"Christmas Purple Ball Curtains. Good fabric, nice weight fabric, easy wash and hangs nicely."
5,0,Way to go with H20,Grandchild love these curtains. It brings out the geeky side and also the artistic side. It's a great for the child that's into science  And is a little bit geeky.
5,0,Awesome Quality,Beautiful
5,0,Nice,Love them.
5,0,Great value,Bright and very colorful. Well made and a great product
5,0,Beautiful,Very nice
5,0,Nice,Look very nice. So far so good.
5,0,Lovely curtains,"Great product , looks amazing , covers the sun . Overall very happy with the purchase."
5,0,Great quality!,Very bright and beautiful!  My daughter loves them!
5,0,Make sure nothing is in front of curtains there too gorgeous to cover up,Looks exactly like picture I couldn't believe it I'm going to buy a bunch more
5,0,Love it!,It's perfect! Better than I imagined. Great quality
5,0,Amazing,These look amazing in my sons room!! He loves them!!
5,0,im HIV-,Bath towel 5 stars
5,0,Look just like picture,Padio I love them!!!
5,0,Awesome,Awesome
5,0,Beautiful,Conversation piece.
5,0,Excellent quality and colors very vivid.,Great product and received in a timely manner.
5,0,Exactly as described an pictured,"We have been decorating our daughter's room and we decided these would be perfect for the theme (to cover the large closet that has no doors).  They are exactly as described by the seller.  We do need to iron ours as they are slightly wrinkly, but they are quite lovely and my daughter is in love."
4,1,fine curtains,"The fabric for these is rather shower curtain-like - but great for the bathroom window I bought them for. They had a bit of chemical smell when out of the package, but after washing they are ok."
5,0,Love these curtains.,"I was iffy about ordering these because some curtains can look really cheap. Not these!  The look very elegant and are heavy material. Not a black out curtain, but it wasn't advertised as blackout so I knew what I was getting. I ordered a second pair to fill in the window a little more."
5,0,Beautiful ❤️❤️❤️❤️,Fast shipping absolutely beautiful every time somebody comes to my house they compliment them there also a blackout curtain so you can't see through them.
5,0,"So beautiful,,,like a photo of the ocean","So life like,,just the right weight and semi-room darkening from street lights,,,looks like a giant photo of the beach"
5,0,Good for the money,"Love these curtains, used them for a back drop for stage, good quality fast shipping good quality print. Out of this world!"
5,0,Well Made,I loved everything about these. I loved them so much I bought another for my daughter. Quality and scenic.
5,0,Great Quality,I have not use yet.... the material is great
5,0,Curtains,Looks nice once hung on window. Nice change of scenery!!
5,0,Appealing curtain,"Nice divider for privacy, short of constructing an expensive door"
5,0,Awesome,Beautiful LOVE it
5,0,Great deal for great curtains,"Love, love, love these curtains, they are used for our sliding door into our backyard and my husband just loves the theme, the way they feel, and, best of all, the map."
4,0,Nice material,"Very pretty in the photo, but when received the “ice cream drizzle” didn’t line up.  The material was nice, just wish the panels lined up with each other."
5,0,"Beautiful, bright and fancies up the place",I was pleasantly surprised at how beautiful these curtains were! Brightened up and made my living room so festive and nice!! Definitely recommend to buy these! I'll be putting these up every year :)
5,0,Just like picture,"This year I did not put up a tree, I used the curtains to add festivity to my apartment. They did not fail, curtains look just lijue picture. I recieved many compliments."
5,0,Beautiful Christmas Curtains!,I got more compliments on these than any other decoration I put out! I hated taking them down but can't wait to put them up again next Holiday!
5,0,Farm life curtains,Great curtains.
4,0,Great product,Keeps light out.....image doesnt seem as big as the picture.
3,0,Not as sharp looking as the advertisement portrays.,"The photo in the online advertisement gives the appearance of a higher quality fabric and a more crisp, vivid photograph than the curtains actually have.  For this reason, I would say that they are overpriced.  Somewhat disappointed."
5,0,Del modo esperado linda,Tal y del modo esperado
5,0,Exactly what I wanted!,"These curtains are perfect. I have a sunroom which I use as part storage room and I wanted to hide that part. I decided to buy this because it has a gorgeous ""view"". Now when people look they see a view instead of storage! Very good quality. The colors are true to life. Love it."
5,0,Christmas curtains.,Great back drop<br>For Christmas.
5,0,Very good fabric!,Lovely
5,0,Merry Christmas!,Great addition to my decorations this year. Love them.
5,0,Good product,Just as advertised. Fun colorful. Entertaining for the cats and babies.
5,0,Love these,"Love these curtains and the matching duvet cover.  The curtains are more sheer than what it shows, as you can see in this picture.  The blinds behind the curtain are raised a little letting sunlight shine through."
5,0,Will order more of these curtain,Love this curtain for my large livingroom window
5,0,Filters light just right in my TV room,Pattern is uplifting
5,0,The compliments I get;,Love the look. Got one for me my Mom and my sister!
5,0,Love this curtains,Love the quality of the material
2,0,Dissatisfaction,"Very disappointed. The glass door is so small, you can barely appreciate the view to the beach."
5,0,Nice,Very nice
5,0,Nice,Same a the picture shown.
5,0,Great curtain.,Great quality.  Love the view.
5,0,Really like the curtains,Nice curtains
5,0,As expected,Love it
5,0,Amazing quality,Amazing material
5,0,Nice,Beautiful colors
5,0,Beautiful,Really look like Island
5,0,Loved,Awesome
5,0,Great product!,Beautiful!
5,0,Best curtains ever!!!,Wow! These are far better in person then they are in the add...<br>  I love them and have gotten all great reviews from all that see them....<br> Also many Family and Friends have bought and all have great things to say about them...
5,0,Love It,"I got this to cover up the back carport gate, which is our outdoor Hoosier paradise. Getting football one for this fall."
5,0,Beautiful,Love the colors. Looks hand painted.  Nice lightly lined.
5,0,Loved the vibrant colors,Great quality
5,0,Made a great curtain backdrop!  Very bright.,Very colorful and heavy duty
2,0,Not like on photo,Not like at photo quality so downgrade
5,0,"When hanging it, make sure to match the pattern. If you forget, no one will notice ; ).",I really like the quality of the fabric and rich the presentation it makes.
5,0,Beautiful,Color
5,0,It's great,Great<br>For home
5,0,Vacationing at home in the den,I feel like I’m on vacation every time I enter the den. Curtains create a relaxing environment.
5,0,Great for price,Cute. Great deal for the price!! Very heavy.
5,0,AMAZING,This product is all that it said it would be - Looking to make additional purchases!
5,0,They are exactly as shown,"very good quality, but what does a guy know"
5,0,OMG !!! WOW,"Love-Love-Love these curtains ! ! They give a great atmosphere to my Living Room. They are sheer enough to allow plenty  of sunlight, (&amp; yes - the curtains have a thin white lining). It's also gives the room a nice ambiance. Very pleased ! !"
5,0,It's like a get away in your room,Great purchase love the look amazing quality.
1,1,Disappointed,"The white background showing on the amazon website is not white but it’s yellow. Additionally there were black, brown and red ink spots that didn’t belong there. The curtain I’ve received looked old and the material felt like a shower curtain. Very disappointed."
1,0,Not what I expected,The white window frames you see in the picture are not white but they’re yellow. The curtain looks very cheap and the material feels like a shower curtain. Returned.
5,0,Baseball kids room,Look great in my sons room
5,0,Colored are beautiful,Prefect for cabin decor
5,0,The scene its self,Totally Love it
4,0,Not for me,"These were way more gawdy and kitchy than I thought theyâd be, the light coming through also gives your room a very red look. They were made well and look like the picture, but I didnât like them as much as I thought I would in-person so I returned them."
5,0,They are just perfect,I love it
5,0,beautiful,"I ordered the forest scene for my livingroom and I love it! Now I can feel like I'm walking in the woods even on the cold, snowy days! The material is thinner than I would like, but good for the price. It is a little bit puckered up along the seams."
5,0,love them,"great quality, love the design, looks amazing"
5,0,Beautiful Draperies!,I actually bought these for a double-wide window that gets a lot of sun. Just gorgeous! They do have a good blackout effect. I can't say enough good things about Ambesonne window/door treatments.
5,9,The curtains come alive in color the lights on the curtains look real with the sunlight,Very bright colors. Beautiful curtains
4,0,they're not perfect but my son loves them,"great print, not thick but they're heavy. no real complaints but if i made curtains I would try for better hims and perhaps find a way to keep light from coming through. they look pretty cool though. im happy with them, they could be better though"
5,2,Amazon has anything and everything one could ever need or want. I LOVE being a prime member!,"I'm creating a sanctuary space in one of my bedrooms.  I have purchased these curtains because they have the forest look I was looking for. I've painted the room a great shade of green, &amp; purchased from Amazon a wall mural that has a beautiful tree trunk in a forest. I can't wait for it to be finished!"
5,0,Exactly what it shows in photos and it’s a good fabric,I liked everything about it and if I had to I would buy it again.
4,0,not the same as picture,Quality very good and great value for the money.  however if you want something exactly like the picture shown you will be disappointed. The colors are very close but pattern different.  In this case it worked just fine for what I needed it for.
5,0,So Pretty!,I love it!
5,2,"Playful print, well made, lined curtains","Don't know how it happened that I received two panels of very different lengths, but otherwise these look beautiful. The print is larger than I thought, and the books have titles, which you can't see in the description. The curtains seem very well made and are lined with white. I wanted them to cover up my double closet that doesn't have any doors. In a small room, the design might be overwhelming, but for a bigger space, they'd be great and would add some purrsonality! I really love the print."
5,0,"Good curtains, even the cats appreciate them.","So we have cats. Weird cats. They destroyed the blinds (because they wanna see outside, big bay window next to the street we dont want the blinds open), so we got curtains, and the cats haven't touched these babies because they can just jump underneath them to the window sil. They do a much better job at keeping the light out of the living room also which has been nice for movies and stuffs. I just love the moons. When I bought it I didn't notice the little house the hill though, which made them slightly more kidish (thankfully we can hide that a bit), but the moons kinda over power that part also the house is not the first thing you notice, but I know where they'll go in the future haha."
5,0,these drapes are more detailed and beautiful than I expected.,love them. adds a pretty rustic charm without being campy.
2,0,Not as pretty in person.,Not as pretty in person.
5,0,Curtain,Sliding glass door
5,0,Ok,Ok
5,0,Very nice!,The curtains were even nicer than I thought they would be.
5,1,It's for a big window,Fits perfect in my kitchen window.
3,0,Pretty,Love the picture didnât block the sun just fun to look at
5,1,Size of your shower space!,"I bought this as a gift for someone, they said it works well and adds a lot of fun to their bathroom when they get out of the shower. Makes the room feel more like a jungle with the high humidity lol"
5,0,Beautiful!,These curtains were perfect for what I needed and at a good price when I got them. They are a really good material. I needed to shorten them a little for what I wanted &amp; it was easy to trim with fabric scissors. So very thankful to have run across these. They add so much to my classroom.
1,1,Received different curtains than ordered,Curtains will not work. They are different than ordered.
5,0,Beautiful!,These are beautiful curtains. I cut them up and made several smaller curtains.
5,0,Look great!,These just look great! I walked in the room and was very pleasantly surprised at how the color and quality brightened the windows!
5,0,Good,I like it
5,0,Artistically Realistic,We used this curtain for my den. It added ambiance and incredible peace. It is so believable and mimics the outdoors.
5,0,Good stuff,Could have a little more of the 3D effects but otherwise ok.
5,1,Curtain-doors for my laundry room!,"I hung this up in the entryway to my laundry room. It’s perfect! Plus, when the eastern sun shines into the room in the morning, it looks like there is sun in this wooded scene. Deep colors and very clear lines. Great buy!"
5,0,True to life colors,Absolutely love these curtains. It is the second set I've purchased. It is just like being there. Will be ordering more!!
5,0,Beautiful design and color !,These curtains are for my music room.  Perfect look !
2,0,Bad quality,Was poorly made
5,1,Better Quality Than Expected.,"Purchased these curtains as a backdrop to our tropical back yard party for picture taking.  Party isn't until August, but I think it will be perfect!"
5,0,Love,Love love these curtains! I have always loved trees and nature. I feel like this helps bring nature i doors. It lets in just enough light throughout the day if I keep them closed.
5,3,Really like these curtains.  Glad I purchased them.,"I really like these curtains.  They are opaque enough to filter the sun and yet they let enough light come through so you can see the mural nicely during the day.  The material is sturdy and hangs well.  I like these curtains so much that I purchased some with other scenes on them, although I did wait for the price to come down.  I like to change my curtains up to change out my decor from time to time and these let me do that without paying an arm and a leg to do so."
5,0,Amazing!!!,These curtains are amazing!!! The fabric is gorgeous. The design is exactly as shown on the website.<br>I LOVE THEM!!! Everybody come to visit me fall in love with this.
5,0,Looks great,Would buy again if needed.  Everyone remarks how nice and expensive they look and such a beautiful picture
5,0,Came much quicker than expected-beautiful,Awesome and just as good as images on post--not very often does that happen. Also much appreciated them arriving ahead of schedule.
5,0,Amazing,Looks awesome
1,1,Did not like appearance,"In person, I did not like the appearance. I seemed different when ordering it on the computer screen."
5,0,Looks Good,It blocks the correct amount of light. The pattern and colors to not take over the room.
1,1,Color is not black and white,The color is not at pictured. Its Green and white. One star because it at least has a good picture.
5,0,Curtains for princess room,Very good.
1,0,They are poor visual quality,money. Look Very  cheap.
5,0,very unusual but beatiful,Iove theses drapes very different the whole family loves them.
5,0,Great curtains!,Absolutely love these curtains! Theyâre not too babyish and not too formal. Work well in the spare bedroom.
5,0,Like the picture,Great stitching and alignment. Sturdy material for a closet.
5,0,Love It,Exactly what I ordered and expected..
5,0,just like the photo,Great item
5,0,Exactly like the picture,I love it!
5,0,I love the curtains!,I love that the price was cheap and it was fast shipping as well!
5,0,Lovely!,Beautiful curtains. Wonderful colors. Soft sheen to fabric. Love these curtains.
5,0,Nice quality,Window curtians
2,0,FABRIC,Nice rich color needs a better fabric looks to much like shower curtains
5,0,Awesome,Awesome thanks
5,0,So pretty!,I love this curtain! It worked perfectly in my grand daughters room.
5,0,Beautiful &amp; well made,Graphics are great &amp; they worked perfectly to cover a huge open closet
5,4,perfect weight,"Quality is excellent and the colors on the curtains are very strong! Vivid and true to life, makes me feel like I live on a farm in the city! Perfect in every way! You can't see in @ night!"
4,1,Needs to be installed with widest curtain rolls,It blocks sunlight. It is fine. It needs to be installed with widest curtain rolls and to be flat without wrinkles. My son likes it. He is 12 years old.
5,0,LOVE THIS BRAND OF CURTAIN!,"Beautiful patterns, opague so you can't see through them, good for any season of the year, I love my Ambesonne curtains.  Even bought shower curtains made by this brand."
5,0,thank you so much I love it,I absolutely love these curtains vibrant beautiful big great material not cheap at all I will definitely be buying more for my whole house would be Egyptian once again thank you so much I love it
4,0,Super cute and bright,"I put these in my baby's room, they are nice and bright and super cute"
5,0,Thx sooo much AMAZON.,Luv it. Luv it luv it. No complaints. Hv a Blessed Day.  ❤❤
5,0,LOVIN' IT!,This is an amazing product. Just the right thing for the room that I had recently been redecorating. Great curtains with just an amazing view of the Eiffel tower.
1,0,Not floor length,"I was so excited for these curtains. However, the picture shows these curtains as floor length, and I received curtains that are mid wall length."
5,0,Well made.,I like these curtains because they offer privacy and still let light in.
4,1,Love em,Very nice drapes/curtains...wife loves them...match our theme well..and from the outside they just look white..nice heavy material..not thin or cheap what so ever...
5,0,Perfect!,Excellent and exactly what I wanted.  Really good quality too!
5,0,Beautiful,Just beautiful. Gives my room a whole new look and feeling! Love them!
2,0,Graphics are not good,They do not reflect what the picture shows.  The graphics are not  as deep.
5,0,Accurate item,Used for livingroom
5,0,EXCELENTE,"La nitidez de la imagen es excelente, los colores, y brilla... simplemente perfecto."
5,0,Great Quality,Have not use it.... the material is great. This was bought to use at a photo shoot but the customer went with another background
5,0,Great Quality,I bought this for my husband photo shoot and the customers love it as they background.
5,0,Great item,Great item
5,1,Curtain,NICE CURTAIN. fits as described
5,0,Had smell and small stain,Good<br>It stank and my opinion mold . it got wet dont know how. But it was small and easy to clean and remove. Ot stank so do outside
5,0,Great material!,Super cute!
5,0,great quality,Looks great on my window
5,8,3D Effect curtains,I purchased these curtains for my sliding glass door I didn't wat to put up blinds everybody has it and I wanted something different well I found it these curtains are beautiful at night we close it up and it is so private and it is beautiful to look at I highly recommend these if your looking for something different love them
4,0,Pretty but...,Very pretty to look at. But much more sheer than I expected. Almost like a shower curtain. I expected the quality to be much better considering what I paid for it
3,0,Good choice,"They were much shorter then I was wanting. They are very nice, though. They do not wrinkle easily, which is a good thing."
5,0,Love Bringing Outdoors Indoors,I have several themed room curtains/drapes of same brand. This one got a stain the 1st day and being a lighter color it did not come out well in the wash following instructions on tag. I left several messages with seller asking for advice and they never responded. I still love them and love how they bring the outside indoors.
5,0,Great for my living room,"I love birds, so this set of curtains is perfect for my living room. Good quality!"
5,0,Beautiful!,Picture was perfect on the material. Heavyweight quality material looks beautiful on patio doors in the dining room!!
1,1,Digital rendition looks different than pictured!!!,Wrong size sent. Didn't like the digital computer rendition of leopard print---not like pictured at all!!!
5,0,Perfect!,Bought these to hang in my sonâs room. We didnât put them on the window though-replaces his closet doors with the curtains. They work great and fit perfect!!
4,0,Basketball curtain,"The length is shorter than the description, but overall my son loves the curtains."
5,0,Beautiful drapery.,Beautiful drapery.  Great service.
5,0,these are sheer but pretty;,"Sorry if pic quality is bad.  I bought these to cover a guest room window that has old mini blinds we usually keep half-raised so our cats can look out at our back yard.  Cat tv.  But the room is quasi-Mediterranean/Jungle/our stuff we just can't use but part with,  if you get my drift,  We will usually leave curtains drawn to side to let in sun but when company is coming we can either completely raise blinds and close these making a golden glow  or at lower for a blue glow.  I don't think they'd hold up to a lot of wear and tear but they do give our Texas rancher guest room a nice exotic feel while company sits and drinks coffee in the morning or settles in to watch some tv before sleep  The seam in the middle shows but doesn't bother me at all,  Bottom line I love these.  They can quickly help make my quest room a nice other-place retreat.  I was torn between this one and the moon over the ocean ...  They help create an illusion.  If you can ignore the seam you'll love them."
5,0,nice quality,This was a great quality product... absolutely beautiful.  I love the colorful fall season so this really suites my tastes.  Its not a cheap feeling material and the print is colorful.  Havnt tried it in the wash yet to see how bad it will bleed.  The sizing is acurate and it came with a nice little case to store it for when the season changes
5,0,"Nice size, thick material. Very pretty.",I liked these curtains. We have a large opening so we will probably have to order more. But they are lovely and shipped pretty fast.
5,0,Comes as pictured,"Although I did not measure the space ahead of putting up the curtains (too long, which is fine) the panels come as pictured... very vibrant colors, blocks out a lot of light. If you're looking for complete darkness or noise cancellation, don't get these. Very happy with this purchase."
1,1,Did not work out for me.,Pattern was too large for the small doorway I wanted to cover. Also the pattern had a fake - not realistic look about it.
3,0,Marble design is -ok,The marble design is not the best
5,0,Just right!,We are enjoying our curtains. We are using them as a room divider/privacy curtain. They are beautiful when light shines from behind. The sky looks like it is illuminated!
1,0,Not as described,Has white backside (pattern printed only on one side) and the image does not fit the actual pattern
4,0,Love my bedroom,"I love how my curtains match my sheet and bedspread( bought individually).<br>I have a closed blind on the left, almost closed on right, so you can see alot of light gets in.<br>I love love the pattern, the top of curtain could have a better trim, but overall, Im very happy!"
2,0,Quality,The curtains are nice but they had small stains at the bottom.
2,0,Not great,"Not as nice in person.  Didn’t use until I moved and there was an imperfect, but Amazon wouldn’t let me return. Over 30 days.<br>Wouldn’t recommend"
5,0,block sunlight very wellðð»,I just Love it!!!!!!
5,0,block sunlight very well..,definitely amazing excellent qualityðð»ðð»ðð»
5,9,I think they’re beautiful! Unique and well made.,"I have such a difficult time believing these curtains got any poor reviews. Firstly, how clever to make an image that spans across both curtains. It’s like looking outside a window into another world (a much more attractive/interesting one). I actually sew for a living, and am very impressed with the quality of these- great care was taken to make sure that the two curtains overlap in just a way so the picture isn’t interrupted. It’s been a long time since I’ve purchased curtains, and after a lot of looking in store and online, found these to be VERY reasonably priced. Overall an excellent purchase."
4,0,Beautiful waterfall picture,"The picture is beautiful, not faded or muted at all! They are room darkening, but not blackout. But gorgeous"
5,0,Awsome,"To save a lot of money on designing and dressing up my she shed, I use these curtains to hang on the back wall of my she shed. It is so cool as people look in and see a doc that appears to be one they could walk onto. Really cool. And easy to maintain. I use velcro to hang it up so it can be easily removed and washed. Great for she sheds to save money and ensure that material can be cleaned as needed."
5,2,Almost broke her hip.,"I ordered these curtains for my grandmother who is obsessed with clocks. Put them up waited for her to come home, and she LOVED them. Never say a 69 year old jump so high she nearly broke a hip. Quality is solid and colors are brilliant. Accidentally ordered a size to big but they're great!"
5,0,Loved it,"I ordered this product and I loved it, nice material and very colorful. It was exactly like the picture."
5,0,Iexcellent quality,Love these curtains
2,0,I would not recommend.,This item shown did not look like what I received.
5,0,nice,Nice product
2,0,Disappointed,The drapes was very vibrant but where the leaves was supposed to be didnât even look like leaves at<br>All ! To me it look more like flames and a fire instead of leaves so Iâm returning the drapes and I will be ordering a different one in hopes it will be better detailed
5,1,Ambersonne Ocean Curtains - 104 x 84 inches,"These curtains are simply stunning and so realistic looking!  I live in sunny Florida and these are being used in a bedroom with a southern exposure.  They work really well as far as cutting down on the sunlight coming in through the two windows they cover.  Also, they seem to almost glow or appear to be lit up even on a cloudy or overcast day.  I don't know if this feature is intentional or not but it really adds to their beauty!  It must have something to do with the material.  I highly recommend these curtains!"
5,0,Makes an impact,Used as classroom decor-did not use as curtains but instead hung on wall-WOW! Received lots of compliments.
5,0,Looks just like the picture,"The price is reasonable, the pattern is beautiful, and it covers up the window in my nursery. Very satisfied. If you like the print I recommend you go ahead and buy it."
3,0,disappointed,I got this and it just didn’t look like I was hoping it would. Not for my room.
5,0,I am glad to have received,I am glad to have received
1,0,Gorgeous,More beautiful in person.
5,0,Super,Ordered 4 sets with different ocean scenery and all are great.  Pretty and bright scenery and match perfectly in the middle. Fast shipping
5,0,These are lovely....,The quality of these is much better than I was expecting. Highly recommend these beautiful curtains.
5,1,Item as pictured,Absolutely gorgeous and as I pictured it in my kitchen area leading out to my patio. Perfect for the sliding doors and lets in just enough light while maintaining privacy. Just looking at it makes me feel like I am taking a stroll in the woods right here in Arizona. Lol. Beautiful product. Aloha:)
5,0,Doesn’t look how it appears in photo,"The material is thinner then how it appears on image and looks like a water color painted on the curtain up close, however the back drop looks amazing on camera and film so I’m happy"
4,0,As expected,The pattern is pretty.  Just like the picture.
5,0,It’s really wide,Love it
5,0,Beautiful Curtains,Used these in my office to replace the doors.  I purchased two and they look amazing next to each other.  The center seam lines up perfectly so they hang nicely and I dont notice a split in the middle when closed.  Very good quality.  If there is a light behind the curtain (like from a closet or outdoor lighting) they light up the design beautifully.
4,0,These are super cute!  Not good for blocking light though.,These look good in front of the sliding glass doors in my son's apartment.  They are really cute and fun.  But you will need to put something else behind them if you need to block light.  The rod goes through a pocket so they are not easily opened and closed.  We put braided curtain tie-backs on each side to hold them open and drop the tie-back to close them.  The braids and tassels fit the motif of the curtains well.
5,0,Lots of bare branches; looks like a winter scene.,Beautiful
4,0,A bit long and expensive but pretty nice,"I don't know that I would purchase again, but they are nice.  I will never be able to recover the investment no one will pay more than $10 if I sell it, but that won't be a for a long time from now."
5,1,Father of Two!,"Really large curtains but perfect for what I wanted.  Quality is better than expected and almost 2 good for where they are being used.  Spent more than I wanted to but now and then, that's what you do."
5,1,Love the picture!,Like it!
5,0,Beautiful,More than one size to choose from. It’s soft and gorgeous! It adds so much to our room! Definitely suggest this!
5,0,Beautiful,Just what I wanted
5,0,Quality product and very festive,"I haven't put these up yet, but just by looking at them, the quality is great. These are going to make my patio doors in my kitchen look so festive."
5,0,more than what i expected,Awesome curtains. They are lined. they keep the sun/heat out.
3,0,Stitching Very High Quality,Resolution of image could have been higher.<br>Picture  make image look like it is clearer than product delivered.
5,0,Es igual a la foto,Muy bonita de buena calidad
5,0,Is exactly as advertised,"Good quality material, thick but light comes through nicely"
5,0,Curtains,Beautiful
4,0,love them so nice,these look so good in my front room so much of feeling the warmth of Christmas thank you
5,1,Beautiful,"Beautiful, great quality material"
5,0,Great quality,Beautiful and very nice material
5,0,Complete Nautical Look,Looks great. Great for a nautical themed living room.
5,0,Nice window decor,Looks fabulous
1,0,Only one girl on the curtain,Curtain not as pictured. Shows 2 girls facing opposite directions. My curtains only had one girl. I received 1 panel with a girl and the second panel had her ponytail and chandelier.
5,0,Great products like to see more,Uniqueness
5,0,Curtains,I like the look. Was hoping they would be a bit heavier
5,0,They are very well made,These curtains are very beautiful well made.My  second  set only because my cats had claws on first. I would recommend these to all
4,0,Look like picture,Husband likes these. I do not. They are not room darkening as someone else mentioned at all!! Only get them for looks not for darkening.
5,0,Very pretty,Good Quality material
5,0,Nice Set,Thick
4,1,"Nice viewing, good for sliding glass doors","Bigger than I wanted even though I measured. I don't have sliding glass doors, but expect to one day. I totally would recommend these to any one that does have sliding glass doors. The quality of material I believe is very good. Thick not too thick."
2,0,Super disappointing.,The colors are nothing like the picture and the fabric was cheap. You could see the outline of the window behind the curtians.
5,0,It hangs a little stiff but will most likely soften with time or a washing,Even when it’s open it still looks good because you can still appreciate the design even though it’s bunched together unlike some large scenes
5,0,Beautiful and good quality,I loved it. Beautiful
1,1,Definitely not blackout curtains,"The image is blurry, looks different than pictures and they are not blackout curtains at all. Very disappointed."
5,0,Nice,Dining Room
5,0,Quality is just great,These are some awesome curtains best i have bought in years!!
4,4,Definitely add a focal point,"I bought these to be used over patio doors in our dining room. I am very pleased with the effect. I like the fact these are not blackout curtains and the overall effect is a diffused light coming through. The depth of the scene comes across nicely and works well as our living room and dining room are open space. The material is similar to a medium weight silk. The only caution I would give is to read the description of this item carefully and believe it when it indicates there may be a variance in length between the two panels. For the ones I received, one was 2” shorter than the other. For my situation, I just raised the hem on the longer side (as there was not enough hem to lengthen the shorter side). This was easier than trying to adjust from the rod pocket at the top. By using the hem, I just had to fold the hem over. If I had tried to lengthen the shorter panel at the rod pocket, I would have had to remove stitching and I was reluctant to do that. The finished length of the curtains is about 82”."
5,0,Un buen Rayo para observar y matar el estrÃ©s,ME ENCANTAN LOS PAISAJES.
5,0,Amazing!,I absolutely love these curtains! They are thick and beautiful in my den! Highly recommend!
5,0,High quality,High quality blackout style curtain.  Vibrant colors.  Great focal point to my baby room
5,0,Love!,Love these even more that I thought I would! Perfect for my baby girls nursery!
5,5,Great purchase,I took the panels and seamed them together as a double sided door. The print lined up perfect. Best Buy on a great printed curtain!
5,0,great product,home
5,0,Quality material,Used these for curtains for a dressing screen
5,0,View panel window,"Beautiful, love it ..."
5,0,Perfect.,Perfect.
5,0,Great look,"I needed insulation from the Texas heat and privacy for the kitchen deck doors. These Ambesonne rustic curtains look great, compliment the floors, keep the heat out. I used a wide rod so I can slide the curtain out of the way when accessing the deck. The 90"" length looks great on the 9' wall."
4,0,Nice Curtains,I got these for my daughter to use as her closet cover in her classroom.  They are peaceful looking and well made.
3,0,It's nice,"I like the design - I bought the window with the beach scene.  The fabric is interesting - soft.  I don't know how the colors would stand up to a lot of sun over time.  Some of the sewing has a bit of puckering.  I'm using it to divide a room - it's private.  There's just something about it that I don't love though.  I just think some of the sewing isn't up to standard.  But, it's in a private area -  not many people will see it.  I do enjoy the scene."
5,0,Great looking curtains,Just like picture.
1,4,Didn’t look nearly as good as the picture,"I was really disappointed in the curtains when I received them ... I was so excited when I found them and the way they looked online. Once I received them and hung them , I was very disappointed. It felt like a shower curtain material, the colors were lighter than in the picture , it was very cheap looking when the light shined on it. I just overall was very disappointed for the price of the item."
5,0,Look good.,Nice product.
5,0,Be,Very nice but not dark enough
5,0,Looks awesome!,Love these. We bought these to cover the inside of a garage door that's rarely used.
4,0,Nice item,"I bought  these for my room, in replacement  for closet  doors, Item looks nice, colors are slightly  different,  more like a pinkish  color, And I wish they were wider,  overall  satisfy  with purchase"
5,0,Applies easily,Delivered my expected results.
5,0,Arrived on time!,This is perfect for my entrance for the Alice in Wonderland party.  Thank you!
5,0,looks wonderful,Nice fit and looks cool from outside as well
5,0,Great price,Great quality
5,0,Just as described,Just as described and easy to hem.
5,0,Great buy,Love them!
1,1,dislike,the size was wrong the picture on one panel and the word paris on the other. I returned the curtains for a full refund
5,0,Do not mistaken for black out curtains.,Amazing curtains love them! Light does come in. But hung a double rod so can order blackout curtains.  Very happy with my purchase
3,0,Faded looking,Very faded looking
4,0,No geometric design,I dont see the geometric design but the curtains are nice but to pricey for product received
5,0,Perfect for photography backdrop.,Love these curtains! I am a professional photographer and purchased these to be used as a backdrop.  Love it for that! Brings nature right into my studio!
